name,state,address,notes,display_order,status
NAGAZI MEDICAL CLINIC AND MATERNITY,Kogi,No 1 Okene Road,City/Town: Okene | LGA: OKENNE | Category: Tier 1 | Service: General,0,active
PRINCE ABUBAKAR AUDU UNIVERSITY TEACHING HOSPITAL,Kogi,"Along Idah Road, Anyigba,",City/Town: Anyigba | LGA: Dekina | Category: Tier 1 | Service: General,0,active
TOWNSHIP HOSPITAL,Kogi,"ROAD 1, FLAT 24A & 24B IMO ESTATE, AJUENCO ROAD, AJAOKUTA",City/Town: Ajaokuta | LGA: Ajaokuta | Category: Tier 1 | Service: General,0,active
LIBERTY HOSPITAL,Kogi,"Ajaokuta 263106, Kogi",City/Town: Ajaokuta | LGA: Ajaokuta | Category: Tier 1 | Service: General,0,active
"OGAH'S EAR, NOSE AND THROAT SPECIALIST HOSPITAL",Kogi,"BLOCK 2, PLOT 2, OTOKITI/GANAJA BYPASS MEME BRIDGE. OPPOSITE ESSENCE SUPER MARKET AND BESIDES O-C BLOCK INDUSTRY",City/Town: Lokoja | LGA: Lokoja | Category: Tier 1 | Service: ENT,0,active
NIGER HOSPITAL,Kogi,"12B, IBB Road, P.O.Box 29, Lokoja",City/Town: Lokoja | LGA: Lokoja | Category: Tier 1 | Service: General; also: Dental,0,active
BLUE HOUSE HOSPITAL,Kogi,"No 62, Idah Road, Anyigba, Kogi State Nigeria",City/Town: Anyigba | LGA: Dekina | Category: Tier 1 | Service: General,0,active
GRIMARD CATHOLIC HOSPITAL,Kogi,"Ijr-Right, Along Idah Road, Anyigba",City/Town: Anyigba | LGA: Dekina | Category: Tier 1 | Service: General,0,active
KOGI STATE SPECIALIST HOSPITAL,Kogi,"Murtala Mohammed Way, Lokoja, Kogi State",City/Town: Lokoja | LGA: Lokoja | Category: Tier 1 | Service: General,0,active
CAREWELL EYE CLINIC LTD,Kogi,NO 6 SALIU IBRAHIM ROAD OPPOSITE DEPUTY GOVERNOR OFFICE LOKOJA,City/Town: Lokoja | LGA: Lokoja | Category: Tier 1 | Service: Optical,0,active
DANDARS SPECIALIST EYE CLINIC,Kogi,"Gains Plaza, 2 Marine Road, Lokoja",City/Town: Lokoja | LGA: Lokoja | Category: Tier 1 | Service: Optical,0,active
NIGER OPTICAL SERVICES LOKOJA,Kogi,"15B OLD KABBA ROAD, FENTHINTOLU JUNCTION LOKOJA",City/Town: Lokoja | LGA: Lokoja | Category: Tier 1 | Service: Optical,0,active
ANCHORMED HOSPITAL,Kwara,"NIYI ANIYIKAIYE STREET, TANKE, ILORIN",City/Town: Ilorin | LGA: IlorinWest | Category: Tier 1 | Service: General,0,active
"KHADIJAT MEMORIAL HOSPITAL, LAO BUSSTOP, KWARA",Kwara,LAO BUSSTOP AIRPORT RD ILORIN KWARA,City/Town: Ilorin | LGA: IlorinWest | Category: Tier 1 | Service: General,0,active
DELINK HOSPITAL ILORIN,Kwara,"26, OJA IYA ROAD, ILORIN, KWARA STATE",City/Town: Kwara | LGA: IlorinWest | Category: Tier 1 | Service: General,0,active
GARIN ALIMI HOSPITAL LTD,Kwara,283 UMARU SARO ROAD ILORIN,City/Town: Ilorin | LGA: IlorinWest | Category: Tier 1 | Service: General,0,active
KIDDIZ MEDICAL CENTRE,Kwara,223 WESTERN RESERVOIR ROAD OLORUNSOGO ILORIN,City/Town: Ilorin | LGA: IlorinWest | Category: Tier 1 | Service: General,0,active
MAXIHEALTH HOSPITAL ILORIN,Kwara,"2B, GTTS QUATERS, ADEWOLE ESTATE ILORIN",City/Town: Ilorin | LGA: IlorinWest | Category: Tier 1 | Service: General; also: Optical,0,active
MEDCARE HOSPITAL,Kwara,"182, Pipe Line Road, Adjacent CBN Quarters,Gaa-Akanbi, Ilorin",City/Town: Ilorin | LGA: IlorinWest | Category: Tier 1 | Service: General,0,active
MED CARE HOSPITAL LTD,Kwara,"PIPELINE ROAD, ADJACENT TO CBN QUARTERS, TANKE GAA AKANBI, ILORIN, KWARA STATE",City/Town: Ilorin | LGA: IlorinWest | Category: Tier 1 | Service: General,0,active
OLA OLU HOSPITAL,Kwara,"173, MURTALA MOHAMMED WAY, INDUSTRIAL AREA",City/Town: Ilorin | LGA: IlorinWest | Category: Tier 1 | Service: General,0,active
OLANREWAJU HOSPITAL,Kwara,"15, ORO AGO CLOSE, OFF SABO OKE STREET",City/Town: Ilorin | LGA: IlorinWest | Category: Tier 1 | Service: General,0,active
OMOLOLA HOSPITAL,Kwara,"Omolola hospital Complex, Jebba Road Opposite GSS , Ilori Kwara",City/Town: Ilorin | LGA: IlorinWest | Category: Tier 1 | Service: General,0,active
OWOLABI CARE HOSPITAL,Kwara,"27 OFFA ROAD GRA, OPPOSITE KWARA STATE WEDDIING REGISTRY, ILORIN, KWARA STATE",City/Town: Ilorin | LGA: IlorinWest | Category: Tier 1 | Service: General,0,active
SADIKU HOSPITAL,Kwara,"16 AND 18, WAHAB FOLAWIYO ROAD UNITY",City/Town: Ilorin | LGA: IlorinWest | Category: Tier 1 | Service: General,0,active
YUSJIB,Kwara,3S OPPOSITE OANDO FILLING STATION AJASE IPO ROAD ILORIN,City/Town: Ilorin | LGA: IlorinWest | Category: Tier 1 | Service: General,0,active
ADEYEMO HOSPITAL,Kwara,"36, Chief Bamigboye Way, Omu Aran, Kwara",City/Town: Irepodun | LGA: Irepodun | Category: Tier 1 | Service: General,0,active
OLALOMI HOSPITAL,Kwara,"IRA ROAD,OLALOMI AREA BOX 361",City/Town: Ofa | LGA: Offa | Category: Tier 1 | Service: General,0,active
OLUTAYO HOSPITAL,Kwara,KM 4 OLD JABA ROAD SANGO ILORIN SOUTH KWARA,City/Town: Ilorin | LGA: IlorinSouth | Category: Tier 1 | Service: General,0,active
GENTLEMAN ABDULSALAM MEMORIAL HOSPITAL,Kwara,"opposite Opeyemi Block Industry, off Adesoye College Road, Ijagbo Offa",City/Town: Offa | LGA: Offa | Category: Tier 1 | Service: General,0,active
ALLURE EYECARE,Kwara,"GARIN ALIMI HOSPITAL, 283 UMARU SARO ROAD, ILORIN",City/Town: Ilorin | LGA: IlorinWest | Category: Tier 1 | Service: Optical,0,active
OPEYEMI MEGA EYE CENTRE,Kwara,"4b, Sabo Line, Isale Amilegbe, Ilorin, Kwara State.",City/Town: Ilorin | LGA: IlorinWest | Category: Tier 1 | Service: Optical,0,active
FIRST EYE CLINIC ILORIN,Kwara,"C.B.N Bank Ilorin, kwara State",City/Town: Ilorin | LGA: IlorinWest | Category: Tier 1 | Service: Optical,0,active
OUR LADY OF APOSTLES HOSPITAL AKWANGA,Nasarawa,"ALONG ST PATRICK CHURCH ROAD, OFF KEFFI BYE PASS, AKWANGA, NASARAWA STATE",City/Town: Akwanga | LGA: Akwanga | Category: Tier 1 | Service: General,0,active
VICAR CLINIC AND MATERNITY,Nasarawa,Vicar Clinic Road near Deeper Life Church Kabayi,City/Town: Keffi | LGA: Keffi | Category: Tier 1 | Service: General,0,active
HAVILAH SPECIALIST CLINIC,Nasarawa,NO 8 YEPWI ROAD NEAR ECWA FELLOWSHIP NEW KARU,City/Town: Karu | LGA: Karu | Category: Tier 1 | Service: General,0,active
MASAKA CENTRAL HOSPITAL,Nasarawa,"100 Royal College Road, Masaka",City/Town: Karu | LGA: Karu | Category: Tier 1 | Service: General,0,active
ADONAI HOSPITAL,Nasarawa,"2, ADONAI CLOSE, OFF OLD KARU ROAD",City/Town: Mararaba | LGA: Karu | Category: Tier 1 | Service: General,0,active
ANOINTED CLINIC & MATERNITY,Nasarawa,"Behind Abdul-Abdul Filling Station, Along Keffi Road, Opposite Ronkus Int’l School, Mararaba",City/Town: Mararaba | LGA: Karu | Category: Tier 1 | Service: General,0,active
BLESSED TRINITY HOSPITAL,Nasarawa,"5 CRISS PARK HOTEL STR, BY SHARP CORNER MARARABA",City/Town: Mararaba | LGA: Karu | Category: Tier 1 | Service: General,0,active
LIVIA SHAMMAH HOSPITAL LTD.,Nasarawa,5 SHAMMAH CLOSE OPPOSITE NNPC FILLING STATION ABUJA KEFFI ROAD MARABA,City/Town: Mararaba | LGA: Karu | Category: Tier 1 | Service: General,0,active
MAYDAY SPECIALIST HOSPITAL AND MATERNITY,Nasarawa,Esu Karu Road Opposite Skye Bank Mararaba Nasarawa Nigeria,City/Town: Mararaba | LGA: Karu | Category: Tier 1 | Service: General,0,active
TOTAL CARE HOSPITAL,Nasarawa,"NO 4 UMAR BAZZA CLOSE, ABACHA ROAD (NIPDC ESTATE) MARARABA",City/Town: Mararaba | LGA: Karu | Category: Tier 1 | Service: General,0,active
NISSI CLINIC AND MATERNITY,Nasarawa,AREA 1 MASAKA,City/Town: Masaka | LGA: Karu | Category: Tier 1 | Service: General,0,active
NAGARI ALLAH MAGANI HOAPITAL,Nasarawa,"37, behind Chief Magistratre Court,",City/Town: Keffi | LGA: Keffi | Category: Tier 1 | Service: General,0,active
"PRIMEMAX EYE CARE, Nasarawa",Nasarawa,"Suite C74, KALISEN Plaza, Adjacent to Orange market, Mararaba, Abuja-Keffi Expressway, Nasarawa State",City/Town: Mararaba | LGA: Karu | Category: Tier 1 | Service: Optical,0,active
GOOD-SID VISION EYE CLINIC,Nasarawa,SUITE B5 CALVARY PLAZA OPPOSITE SILVERAY FILLING STATION OLD KARU,City/Town: KARU | LGA: KARU | Category: Tier 1 | Service: Optical,0,active
"SMARAY EYE CENTER, LAFIA",Nasarawa,"NO 2 UAC ROAD, OFF JOSROAD BEHIND MOBILE FILLING STATION LAFIA NASARAWA",City/Town: Nasarawa | LGA: Lafia | Category: Tier 1 | Service: Optical,0,active
NIGER OPTICAL,Nasarawa,Shandan Junction Jos Road,City/Town: Nasarawa | LGA: Nasarawa | Category: Tier 1 | Service: Optical,0,active
"AZMAN HOSPITAL, BIDA",Niger,No.2 opposite Sule Fire house Bida,City/Town: Bida | LGA: Bida | Category: Tier 1 | Service: General,0,active
KAINJI MEDICAL CENTRE,Niger,"48, KAINJI ROAD",City/Town: Kainji | LGA: Bassa | Category: Tier 1 | Service: General,0,active
AL AZEEZ MEDICAL CENTRE,Niger,1 AL-AZEEZ CLOSE OFF LAGOS KADUNA ROAD BCGA AREA KONTAGORA NIGER STATE,City/Town: Kontagora | LGA: Kontagora | Category: Tier 1 | Service: General,0,active
Lucas Hospital and Maternity,Niger,opposite assemblies of God church along suleja road madalla niger state,City/Town: Madalla | LGA: Suleja | Category: Tier 1 | Service: General,0,active
BAY SPECIALIST HOSPITAL,Niger,"PLOT 99, BAY CLINIC ROAD, TUNGA, MINNA",City/Town: Minna | LGA: Kaltungo | Category: Tier 1 | Service: General,0,active
DIVINE MERCY AND MATERNITY MINNA,Niger,"OPP MARY HEAVEN , DUSTEN KURA, GWARI, MINNA",City/Town: Minna | LGA: Minna | Category: Tier 1 | Service: General,0,active
STANDARD HOSPITAL,Niger,"OF MUAZU MOHAMMED RD, OLD SECRETARIAT",City/Town: Minna | LGA: Minna | Category: Tier 1 | Service: General,0,active
TOP MEDICAL CENTRE,Niger,"PLOT 4, TOP MEDICAL RD",City/Town: Minna | LGA: Kaltungo | Category: Tier 1 | Service: General,0,active
"SAUKI CLINIC, NIGER",Niger,"ADJACENT EMIRS GUEST HOUSE, IBADAN WAY",City/Town: New Bussa | LGA: Bassa | Category: Tier 1 | Service: General,0,active
ARCHMEDICS HOSPITAL,Niger,ADJACENT HIMMA INTERNATIONAL COLLEGE BEHIND NNPC MEGA STATION WESTERN BY PASS,City/Town: Niger | LGA: Minna | Category: Tier 1 | Service: General,0,active
FARY GROUP CLINIC,Niger,"Plot 105 Suleiman Barau Road, after Old Nepa Office Round about, Suleja, Niger state",City/Town: Suleja | LGA: Suleja | Category: Tier 1 | Service: General,0,active
MARABA CLINIC AND MATERNITY HOME,Niger,MINNA SULEJA RD,City/Town: Suleja | LGA: Bida | Category: Tier 1 | Service: General,0,active
RAYBIRTH HOSPITAL,Niger,"1 AWERO AVENUE, REFINSENYI, SULEJA",City/Town: Suluja | LGA: Suleja | Category: Tier 1 | Service: General,0,active
Springvalley Hospital Ltd,Niger,"Behind Sarafina Hotel, Adjacent Supreme school, GRA Suleja",City/Town: Suleja | LGA: Suleja | Category: Tier 1 | Service: General,0,active
SULEJA HOSPITAL,Niger,"11, Hassan Dalatu Road, Suleja",City/Town: Suleja | LGA: Suleja | Category: Tier 1 | Service: General,0,active
"YEBOSOKO SPECIALIST HOSPITAL, BIDA",Niger,"Behind Dan-Abu Cafe, Opposite Emir Palace, Bida, Niger State",City/Town: Bida | LGA: BIDA | Category: Tier 1 | Service: General,0,active
GENERAL HOSPITAL MOKWA NIGER STATE,Niger,MOKWA NIGER STATE,City/Town: NIGER | LGA: MINNA | Category: Tier 1 | Service: General,0,active
TEEKAY HOSP LTD,Niger,"5 MUSA KWAJAFFA STR, OFF YARO COLLEGE ROAD, SECOND GATE, SULAJA",City/Town: Suleja | LGA: Suleja | Category: Tier 1 | Service: General,0,active
FAEJOC RAPHA HOSPITAL,Niger,"No 1 Faejoc Rapha Street, Along Old Bwari Road, behind Zuma Barracks, Karfe, Suleja",City/Town: SULEJA | LGA: Suleja | Category: Tier 1 | Service: General,0,active
BOL PRAIZ HOSPITAL AND ALLIED SERVICES,Niger,"Beside Simtino Hotel, Along Bwari-Garam Road, Kuta",City/Town: SHIRORO | LGA: SHIRORO | Category: Tier 1 | Service: General,0,active
MARK'S CARE HOPSITAL,Niger,"Suleja-Bakin Iku Road, behind Enyo Filling Station, junction, Madalla",City/Town: Madalla | LGA: Suleja | Category: Tier 1 | Service: General,0,active
LIBERTY HOSPITAL,Niger,"BEHIND ECOBANK, MINNA RD",City/Town: SULEJA | LGA: SULEJA | Category: Tier 1 | Service: General,0,active
ZUMA TOTAL CARE HOSPITAL,Niger,"Bida-Abuja Rd, Madalla",City/Town: Madalla | LGA: SULEJA | Category: Tier 1 | Service: General,0,active
DELIGHT HOSPITAL,Niger,"Plot 66, Suleiman Barau Road, Suleja,Niger",City/Town: SULEJA | LGA: SULEJA | Category: Tier 1 | Service: General,0,active
DHA SPECIALIST CLINIC,Niger,Alhassan Bako Road Madalla Suleja,City/Town: SULEJA | LGA: SULEJA | Category: Tier 1 | Service: General,0,active
CEDARCREST HOSPITALS LIMITED,Niger,"Behind St. Barnabas Catholic Church, Along Senior Camp Road, Kainji, Niger State.",City/Town: Kainji | LGA: Borgu | Category: Tier 5 | Service: General,0,active
ANURI SPECIALIST HOSPITAL - BIDA,Niger,"Behind Project Quarters, GRA, Bida, Niger State",City/Town: Bida | LGA: Bida | Category: Tier 1 | Service: General,0,active
VISION MEDIX EYECARE CENTRE,Niger,"27 SULEIMAN BARAU ROAD, BESIDE UBA BANK, SULEJA, NIGER STATE.",City/Town: Suleja | LGA: Suleja | Category: Tier 1 | Service: Optical,0,active
ANGEL AND EAGLE HOSPITAL ABEOKUTA,Ogun,"9B Sikiru Jimoh Road, GRA, beside Wenby's Suites, Ibara, Abeokuta",City/Town: Abeokuta | LGA: Shagamu | Category: Tier 1 | Service: General,0,active
ROPHE HOSPITAL,Ogun,"23, ANAMBRA CRESCENT, AGBARA ESTATE",City/Town: Agbara | LGA: AbeokutaNorth | Category: Tier 2 | Service: General,0,active
GOODNESS MEDICAL CENTRE - SHIBIRI,Ogun,"151 Shibiri Road, Ajangbadi, Opp Area Oto-Awori LCDA OJO, Ogun State",City/Town: Ajangbadi | LGA: Ojo | Category: Tier 1 | Service: General,0,active
KINGSMITH HOSPITAL AND MATERNITY,Ogun,"100, Ojodu-Alagbole Road, Akute Ogun State",City/Town: Akute | LGA: Ifo | Category: Tier 1 | Service: General,0,active
EMMANUEL HOSPITAL AND MATERNITY HOME,Ogun,No 6 Unity Avenue Olori Akute,City/Town: Akute | LGA: Ifo | Category: Tier 1 | Service: General,0,active
BEACHLAND SPECIALIST HOSPITAL-AREPO,Ogun,"PLT 16 AL-FIRDAUS ESTATE, OFF LAGOS/IBADAN EXP WAY , AREPO OGUN STATE",City/Town: Arepo | LGA: Obafemi-Owode | Category: Tier 1 | Service: General,0,active
EWEKORO HOSPITAL AND MATERNITY CENTER LTD,Ogun,"44/46, Ibokuru Road, off Ejio Road, Ifo",City/Town: Ewekoro | LGA: Ewekoro | Category: Tier 1 | Service: General,0,active
BAFO COMFORT CLINIC AND MEDICAL CENTRE,Ogun,"NO 3 GANIYU AYINLA STRET OFF CELESTIAL AVENUE EREKO QUATERS, IBAFO",City/Town: Ibafo | LGA: Obafemi-Owode | Category: Tier 1 | Service: General,0,active
COMFORT CLINIC AND MATERNITY,Ogun,"3, Ganiyu Ayinla street off celestial avenue ereko quarters ibafo",City/Town: Ibafo | LGA: Obafemi-Owode | Category: Tier 1 | Service: General,0,active
KINGS MILL HOSPITAL,Ogun,"8/10 COMMUNITY WAY, AJAGUN AREA IBAFO",City/Town: Ibafo | LGA: Obafemi-Owode | Category: Tier 2 | Service: General,0,active
BEACONHEALTH DIAGNOSTICS - OTA,Ogun,"KM 4, Idiroko Road beside Justrite store. Sango Otta Ogun State",City/Town: Ifo | LGA: Ifo | Category: Tier 1 | Service: General,0,active
OLU OLA SPECIALIST HOSPITAL,Ogun,"12B, ODO-EGB STREET",City/Town: Ijebu-Ode | LGA: Ijebu-Ode | Category: Tier 1 | Service: General,0,active
RUFINA CATHOLIC MEDICAL,Ogun,"80, ILISAN ROAD, IPERU - REMO, OGUN STATE.",City/Town: Iperu | LGA: Ikenne | Category: Tier 1 | Service: General,0,active
FAITH FOUNDATION HOSPITAL ISEYIN,Ogun,"2, OKE IHO RD",City/Town: Iseyin | LGA: Iseyin | Category: Tier 1 | Service: General,0,active
OBJ HOSPITAL AND MATERNITY HOME,Ogun,"9, GBAGOBI AJELE STR, OFF AYOBO ROAD, AIYETORO ITELE, OGUN STATE",City/Town: Itele | LGA: Ijebu-East | Category: Tier 1 | Service: General,0,active
SODIPO MEDICAL CENTRE,Ogun,"No 99, ilupeju/Araromi street, Iyana camp bus stop, Itori, Ogun State",City/Town: Itori | LGA: Ewekoro | Category: Tier 1 | Service: General,0,active
GOODNESS MEDICAL CENTRE- LUSADA,Ogun,"151, Shibiri Road Opp Oto-Awori LCDA Shibiri",City/Town: Lusada | LGA: Ifo | Category: Tier 1 | Service: General,0,active
FAITHSHIELD HOSPITAL,Ogun,"8,GASLINEROAD,,MAGBORO,OBAFEMIOWODELGA,,OGUNSTATE",City/Town: Magboro | LGA: Obafemi-Owode | Category: Tier 1 | Service: General,0,active
ABUNDANT LIFE HOSPITAL LTD,Ogun,"No1 ldahosa street,Temidire Estate, off igbobi road, off Adesan road,mowe",City/Town: Mowe | LGA: Obafemi-Owode | Category: Tier 1 | Service: General,0,active
BEACHLAND SPECIALIST HOSPITAL - MOWE,Ogun,"156, Mowe Ofada Road, Mowe, Ogun State. (Former Ofada-Mokoloki-LCDA Building)",City/Town: Mowe | LGA: Obafemi-Owode | Category: Tier 3 | Service: General,0,active
BROADLAND HOSPITAL,Ogun,"Gasline, Magbaoro Mowe. Ogun State",City/Town: Mowe | LGA: Obafemi-Owode | Category: Tier 1 | Service: General,0,active
GOD'S APPLE CITY HOSPITAL,Ogun,"7, Glo road, Aseese bus-stop, Mowe-Ibafo axis, Ogun state",City/Town: Mowe | LGA: Obafemi-Owode | Category: Tier 1 | Service: General,0,active
NEW STAR HOSPITAL,Ogun,2 Bayo Adedeji close pakuro mowe Ogun state,City/Town: Mowe | LGA: Obafemi-Owode | Category: Tier 1 | Service: General,0,active
REAL CURE HOSPITAL,Ogun,119 Mowe-Ofada road opposite Mobil Petrol station Mowe,City/Town: Mowe | LGA: Obafemi-Owode | Category: Tier 1 | Service: General,0,active
SPRINGHILL HOSPITAL AND PATHOLOGICAL SERVICES,Ogun,"19, OLORUNSOGO ESTATE, IGBOBI COMMUNITY, OFF OGUNRUN-OLOTU ROAD, MOWE OGUN STATE",City/Town: Mowe | LGA: Obafemi-Owode | Category: Tier 1 | Service: General,0,active
GOLDEN HEART HOSPITAL,Ogun,"43, Prince Gbadebo street , opp sawmill bus stop , ogijo",City/Town: Ogijo | LGA: Shagamu | Category: Tier 1 | Service: General,0,active
ACE MEDICARE CLINIC,Ogun,km 4 idiroko road sango ota,City/Town: Ota | LGA: Ado-Odo/Ota | Category: Tier 1 | Service: General,0,active
FARAMED CLINIC,Ogun,"2, PROGRESS DRIVE OFF ILO AWELA ROAD SANGO OTA AND 37, AKINWUNMI STREET, JOJU ROAD SANGO OTA",City/Town: Ota | LGA: Ado-Odo/Ota | Category: Tier 1 | Service: General,0,active
GOD'S MARVELOUS GRACE CLINIC AND MATERNITY,Ogun,"PLOT 1, GRACE CLOSE OFF AKINOLA STREET, ATAN, OTA, OGUN STATE",City/Town: Ota | LGA: Ifo | Category: Tier 1 | Service: General,0,active
CEDARS DENTAL AND EYE CENTER LTD,Ogun,"Cedars close opposite AS1bar Ijoko Rd, Sango Ota",City/Town: Ota | LGA: ADO ODO-OTA | Category: Tier 1 | Service: Dental; also: Optical,0,active
HETTA MEDICAL CENTRE,Ogun,"15, MATINA ROAD JOJU OTA",City/Town: Ota | LGA: Ado-Odo/Ota | Category: Tier 1 | Service: General,0,active
OLUWALOGBON MEDICAL CENTRE,Ogun,KM 18 SANGO IDIROKO ROAD ATAN OTA OGUN STATE,City/Town: Ota | LGA: Ado-Odo/Ota | Category: Tier 1 | Service: General,0,active
ST MICHAEL'S HOSPITAL,Ogun,"KM 34, 927, LAGOS ABEOKUTA EXP, WAY BESIDE SAW-MILL ALAKUKO Bus/stop OTTA Lagos state.",City/Town: Ota | LGA: Ifo | Category: Tier 1 | Service: General,0,active
LANTOS SPECIALIST HOSPITAL,Ogun,"54, Adesan Road, Mowe Off Ofada Road, Mowe, Ogun State",City/Town: Owode | LGA: Obafemi-Owode | Category: Tier 1 | Service: General,0,active
IMPERIAL SPECIALIST HOSPITAL,Ogun,"41, sosanwo street aiyepe road sagamu",City/Town: Sagamu | LGA: Shagamu | Category: Tier 1 | Service: General,0,active
OWOKONIRAN MEMORIAL HOSPITAL SAGAMU,Ogun,"3, owokoniran Street, Station Makun, Sagamu, Ogun State",City/Town: Sagamu | LGA: Shagamu | Category: Tier 1 | Service: General,0,active
PROMISE MEDICAL CENTRE - SANGO-OTA,Ogun,"PROMISE MEDICAL CENTRE,19 PLAZA ROAD, SANGO OTA, OGUN STATE",City/Town: Sango-Ota | LGA: Ado-Odo/Ota | Category: Tier 1 | Service: General,0,active
SHIRISH CLINIC,Ogun,"102, JOJU ROAD, SANGO OTTA",City/Town: Sango-Ota | LGA: Ado-Odo/Ota | Category: Tier 1 | Service: General,0,active
ST SHILOH MEDICAL CENTRE,Ogun,"N0 2 POPOOLA STREET, IGBALA BUS STOP SANGO",City/Town: Sango-Ota | LGA: Ado-Odo/Ota | Category: Tier 1 | Service: General,0,active
ALHERI HOSPITAL - AKUTE BRANCH,Ogun,"104 Akute Ajuwon Road, Ajuwon, Ogun State,",City/Town: Akute | LGA: Ifo | Category: Tier 1 | Service: General,0,active
"STRATEGIC INSIGHT HEALTHCARE, OGUN STATE",Ogun,"km 53755 Lagos-Ibadan expressway(half way between Redeemed camp and Sagamu bridge interchange),New Makun city Ogun state",City/Town: New Makun city | LGA: Obafemi owode | Category: Tier 1 | Service: General,0,active
SANTA ANTONIO MEDICAL CENTRE LTD,Ogun,"PLOT 48, BLOCK T, AREA 4, OPIC ESTATE, AGBARA",City/Town: Agbara | LGA: Ade-Odo Ota | Category: Tier 1 | Service: General,0,active
CEMA MEDICAL CENTER,Ogun,"Orilowo Junction Idanyin, Agbara/ Igbesa, Ota",City/Town: Agbara | LGA: Ade-Odo Ota | Category: Tier 1 | Service: General,0,active
GOSHEN MEDICAL CENTRE,Ogun,"ISAGUNSEN, IJEBU MUSHIN",City/Town: IJEBU MUSHIN | LGA: IJEBU MUSHIN | Category: Tier 1 | Service: General,0,active
EBUN OLA HOSPITAL,Ogun,EWUNREN QUARTERS IJEBU MUSHIN,City/Town: IJEBU MUSHIN | LGA: IJEBU MUSHIN | Category: Tier 1 | Service: General,0,active
ACCESS MEDICAL CENTRE,Ogun,"2 ATOKE CLOSE, BEHIND IBEDC SUB STATION, IJEUN LUKOSI ROAD, OFF ABIOLA WAY, ABEOKUTA",City/Town: ABEOKUTA | LGA: ABEOKUTA | Category: Tier 1 | Service: General,0,active
OOUTH (OLABISI ONABANJO UNIVERSITY TEACHING HOSPITAL),Ogun,"HOSPITAL ROAD, SAGAMU",City/Town: SAGAMU | LGA: SAGAMU | Category: Tier 1 | Service: General,0,active
QUEENS HOSPITAL ILARO,Ogun,"2 ILUPEJU STREET, POLY ROAD, OKE OLA, ILARO",City/Town: ILARO | LGA: ILARO | Category: Tier 1 | Service: General,0,active
HOSANNA SPECIALIST HOSPITAL AND CLINIC,Ogun,OJA ODAN ROAD ILARO OGUN STATE,City/Town: ILARO | LGA: ILARO | Category: Tier 1 | Service: General,0,active
MERCY GROUP CLINICS,Ogun,"MERCY RD, PANSEKE",City/Town: ABEOKUTA | LGA: ABEOKUTA | Category: Tier 4 | Service: General,0,active
LANIK MEDICAL CENTRE,Ogun,14 OMO OWO STREET IJEBU ODE,City/Town: IJEBU ODE | LGA: IJEBU ODE | Category: Tier 1 | Service: General,0,active
Akinlolu Faith And materninty,Ogun,ODUDU ILEWO Ilaro,City/Town: ILARO | LGA: ILARO | Category: Tier 1 | Service: General,0,active
O AND A MEDICAL CENTRE,Ogun,"HN D2/D3 ASERO HOUSING ESTATE, ASERO",City/Town: ABEOKUTA | LGA: ABEOKUTA | Category: Tier 1 | Service: General,0,active
LAFIA KOWA SPECIALIST HOSPITAL,Ogun,"1, KOWA STR, CELE JUNCTION, OFF EJIRIN RD",City/Town: IJEBU ODE | LGA: IJEBU ODE | Category: Tier 1 | Service: General,0,active
IDERA HOSPITAL AND MATERNITY HOME SAGAMU,Ogun,"18,JEKAMI STREET AJAKA-MAKUN SAGAMU",City/Town: SAGAMU | LGA: SAGAMU | Category: Tier 1 | Service: General,0,active
IRE AYO HOSPITAL LIMITED,Ogun,"ITAKO QUARTERS, ALONG OLD BENIN ORE ROAD, IJEBU IFE, OGUN STATE",City/Town: IJEBU IFE | LGA: IJEBU IFE | Category: Tier 1 | Service: General,0,active
SKYLARK HOSPITAL HEALTHCARE SERVICES LTD - SHAGAMU,Ogun,"1/13, Skylark Hospital Road, Off Agura Road, Sabo, Sagamu",City/Town: IJEBU SHAGAMU | LGA: SHAGAMU | Category: Tier 1 | Service: General,0,active
PURE FORTUNE HOSPITAL - AGBARA,Ogun,"Agbara market, Agbarra Ogun state",City/Town: Agabara | LGA: Agbara | Category: Tier 3 | Service: General,0,active
MERCYLAND HOSPITAL,Ogun,"16 OGUNNAIKE STREET , RAINBOW B/STOP, IYESI OTA , OGUN STATE",City/Town: Ota | LGA: ADO ODO-OTA | Category: Tier 1 | Service: General,0,active
MEDICPLUS HOSPITAL,Ogun,"OMU-AROGUN JUNCTION, MOWE-OFADA ROAD",City/Town: Mowe | LGA: Obafemi-Owode | Category: Tier 1 | Service: General,0,active
HEARTHSIDE HOSPITAL,Ogun,"129, Idiroko Express-road, opposite Chicken Republic, Fowobi Bus-stop, Ota, Ogun State.",City/Town: Ota | LGA: ADO ODO | Category: Tier 3 | Service: General,0,active
COXWELL SPECIALIST HOSPITAL,Ogun,"1 OMOLAJA BADMOS STREET, LEME ABEOKUTA",City/Town: ABEOKUTA | LGA: ABEOKUTA | Category: Tier 2 | Service: General,0,active
JERICHO HOSPITAL - OTA,Ogun,"Ewupe road off ilogbo Rd, Off Oluomo CarWASH Oju-ore, Ota No 3 ,Ota",City/Town: Ota | LGA: Ade odo | Category: Tier 1 | Service: General,0,active
